confidence_threshold	TP	FP	confidence_threshold	TP	FP	confidence_threshold	TP	FP	confidence_threshold	TP	FP	confidence_threshold	TP	FP	confidence_threshold	TP	FP	confidence_threshold	TP	FP	confidence_threshold	TP	FP	confidence_threshold	TP	FP
0.051	46.242774963378906	0.0856898054480552	0.051	46.242774963378906	0.0853970944881439	0.051	46.13610076904297	0.085324227809906	0.051	45.977012634277344	0.0851788744330406	0.051	46.0299186706543	0.0851426124572753	0.051	45.871559143066406	0.0850701853632927	0.051	45.55808639526367	0.0849978774785995	0.051	45.19773864746094	0.084889642894268	0.051	44.4444465637207	0.0841042920947074
0.052	46.4739875793457	0.1285347044467926	0.052	46.4739875793457	0.1280956417322158	0.052	46.36677932739258	0.1279863566160202	0.052	46.2068977355957	0.1277683228254318	0.052	46.260066986083984	0.127713918685913	0.052	46.10091781616211	0.1276052743196487	0.052	45.7858772277832	0.1274968087673187	0.052	45.42372894287109	0.1273344606161117	0.052	44.66666412353516	0.1261564344167709
0.053	46.58959579467773	0.1285347044467926	0.053	46.58959579467773	0.1280956417322158	0.053	46.482120513916016	0.1279863566160202	0.053	46.32183837890625	0.1277683228254318	0.053	46.375144958496094	0.127713918685913	0.053	46.21559524536133	0.1276052743196487	0.053	45.89977264404297	0.1274968087673187	0.053	45.53672409057617	0.1273344606161117	0.053	44.77777862548828	0.1261564344167709
0.054	46.58959579467773	0.1713796108961105	0.054	46.58959579467773	0.1707941889762878	0.054	46.482120513916016	0.170648455619812	0.054	46.32183837890625	0.1703577488660812	0.054	46.375144958496094	0.1702852249145507	0.054	46.21559524536133	0.1701403707265854	0.054	45.89977264404297	0.1699957549571991	0.054	45.53672409057617	0.169779285788536	0.054	44.77777862548828	0.1682085841894149
0.055	46.8208122253418	0.2142245173454284	0.055	46.8208122253418	0.2134927362203598	0.055	46.71280288696289	0.2133105844259262	0.055	46.55172348022461	0.2129471898078918	0.055	46.60529327392578	0.2128565460443496	0.055	46.44495391845703	0.2126754522323608	0.055	46.1275634765625	0.2124946862459182	0.055	45.76271057128906	0.2122241109609604	0.055	45.11111068725586	0.2102607190608978
0.056	47.16762924194336	0.2142245173454284	0.056	47.16762924194336	0.2134927362203598	0.056	47.05882263183594	0.2133105844259262	0.056	46.89655303955078	0.2129471898078918	0.056	46.95051956176758	0.2128565460443496	0.056	46.78899002075195	0.2126754522323608	0.056	46.46924591064453	0.2124946862459182	0.056	46.1016960144043	0.2122241109609604	0.056	45.44444274902344	0.2102607190608978
0.057	47.16762924194336	0.2142245173454284	0.057	47.16762924194336	0.2134927362203598	0.057	47.05882263183594	0.2133105844259262	0.057	46.89655303955078	0.2129471898078918	0.057	46.95051956176758	0.2128565460443496	0.057	46.78899002075195	0.2126754522323608	0.057	46.46924591064453	0.2124946862459182	0.057	46.1016960144043	0.2122241109609604	0.057	45.44444274902344	0.2102607190608978
0.058	47.28323745727539	0.2142245173454284	0.058	47.28323745727539	0.2134927362203598	0.058	47.174163818359375	0.2133105844259262	0.058	47.01149368286133	0.2129471898078918	0.058	47.06558990478516	0.2128565460443496	0.058	46.90367126464844	0.2126754522323608	0.058	46.5831413269043	0.2124946862459182	0.058	46.21468734741211	0.2122241109609604	0.058	45.55555725097656	0.2102607190608978
0.059	47.39884567260742	0.2570694088935852	0.059	47.39884567260742	0.2561912834644317	0.059	47.28950119018555	0.2559727132320404	0.059	47.12643432617188	0.2555366456508636	0.059	47.18066787719727	0.2554278373718261	0.059	47.018348693847656	0.2552105486392975	0.059	46.69703674316406	0.2549936175346374	0.059	46.32768249511719	0.2546689212322235	0.059	45.66666793823242	0.2523128688335418
0.06	47.39884567260742	0.2570694088935852	0.06	47.39884567260742	0.2561912834644317	0.06	47.28950119018555	0.2559727132320404	0.06	47.12643432617188	0.2555366456508636	0.06	47.18066787719727	0.2554278373718261	0.06	47.018348693847656	0.2552105486392975	0.06	46.69703674316406	0.2549936175346374	0.06	46.32768249511719	0.2546689212322235	0.06	45.66666793823242	0.2523128688335418
0.061	47.63005828857422	0.2999143302440643	0.061	47.63005828857422	0.2988898456096649	0.061	47.52018356323242	0.2986348271369934	0.061	47.3563232421875	0.298126071691513	0.061	47.41081619262695	0.2979991436004638	0.061	47.24770736694336	0.2977456450462341	0.061	46.9248275756836	0.2974925637245178	0.061	46.553672790527344	0.2971137464046478	0.061	46.0	0.2943650186061859
0.062	47.861270904541016	0.2999143302440643	0.062	47.861270904541016	0.2988898456096649	0.062	47.7508659362793	0.2986348271369934	0.062	47.586204528808594	0.298126071691513	0.062	47.64096832275391	0.2979991436004638	0.062	47.4770622253418	0.2977456450462341	0.062	47.15262222290039	0.2974925637245178	0.062	46.7796630859375	0.2971137464046478	0.062	46.22222137451172	0.2943650186061859
0.063	48.09248352050781	0.342759221792221	0.063	48.09248352050781	0.3415883779525757	0.063	47.981544494628906	0.341296911239624	0.063	47.81609344482422	0.3407154977321625	0.063	47.8711166381836	0.3405704498291015	0.063	47.7064208984375	0.3402807414531708	0.063	47.380409240722656	0.3399915099143982	0.063	47.00564956665039	0.3395585715770721	0.063	46.4444465637207	0.3364171683788299
0.064	48.32369995117188	0.4284490346908569	0.064	48.32369995117188	0.4269854724407196	0.064	48.21222686767578	0.4266211688518524	0.064	48.04597854614258	0.4258943796157837	0.064	48.10126876831055	0.4257130920886993	0.064	47.9357795715332	0.4253509044647217	0.064	47.60820007324219	0.4249893724918365	0.064	47.23163986206055	0.4244482219219208	0.064	46.66666793823242	0.4205214381217956
0.065	48.43930435180664	0.4712939262390136	0.065	48.43930435180664	0.4696840345859527	0.065	48.32756423950195	0.4692832827568054	0.065	48.160919189453125	0.4684838056564331	0.065	48.216339111328125	0.4682843685150146	0.065	48.05045700073242	0.4678859710693359	0.065	47.72209548950195	0.4674883186817169	0.065	47.344635009765625	0.4668930470943451	0.065	46.77777862548828	0.4625735878944397
0.066	48.43930435180664	0.4712939262390136	0.066	48.43930435180664	0.4696840345859527	0.066	48.32756423950195	0.4692832827568054	0.066	48.160919189453125	0.4684838056564331	0.066	48.216339111328125	0.4682843685150146	0.066	48.05045700073242	0.4678859710693359	0.066	47.72209548950195	0.4674883186817169	0.066	47.344635009765625	0.4668930470943451	0.066	46.88888931274414	0.4625735878944397
0.067	48.55491256713867	0.5569837093353271	0.067	48.55491256713867	0.5550811290740967	0.067	48.44290542602539	0.5546075105667114	0.067	48.27585983276367	0.5536627173423767	0.067	48.33141708374024	0.55342698097229	0.067	48.165138244628906	0.552956223487854	0.067	47.83599090576172	0.5524861812591553	0.067	47.57062149047852	0.5517826676368713	0.067	47.11111068725586	0.5466778874397278
